year,location,Soil,cultivar,sowing date,sowing configuration,esw,gsr,nheat,nheat2,Maturity Date,yield,nfrost,multiplier,frost yield,crop,crop price
1993,"Ambania, WA",Deep Sandy Soil,1,121,,40.183,296.6,0,,299,3555.4,0,1,3555.365,Wheat,250
1994,"Ambania, WA",Deep Sandy Soil,1,121,,30.423,250.2,3,,302,1680.9,0,1,1680.881,Wheat,250
1995,"Ambania, WA",Deep Sandy Soil,1,121,,47.695,286,0,,294,2348.1,0,1,2348.082,Wheat,250
1996,"Ambania, WA",Deep Sandy Soil,1,122,,38.714,456.5,1,,304,3120.6,0,1,3120.56,Wheat,250
1997,"Ambania, WA",Deep Sandy Soil,1,121,,38.809,246.7,1,,298,3493.1,0,1,3493.088,Wheat,250
1998,"Ambania, WA",Deep Sandy Soil,1,121,,41.122,338.1,0,,304,2012.1,0,1,2012.133,Wheat,250
1999,"Ambania, WA",Deep Sandy Soil,1,121,,78.605,429.8,0,,298,2417.1,0,1,2417.148,Wheat,250
2000,"Ambania, WA",Deep Sandy Soil,1,122,,30.206,178.9,0,,296,2721.1,0,1,2721.07,Wheat,250
2001,"Ambania, WA",Deep Sandy Soil,1,121,,72.947,280.8,0,,299,2692.5,0,1,2692.5,Wheat,250
2002,"Ambania, WA",Deep Sandy Soil,1,121,,29.701,187.9,0,,302,1875.3,0,1,1875.297,Wheat,250
2003,"Ambania, WA",Deep Sandy Soil,1,121,,31.977,326.2,1,,304,3626.2,0,1,3626.179,Wheat,250
2004,"Ambania, WA",Deep Sandy Soil,1,122,,35.12,265.2,0,,301,3024.1,0,1,3024.118,Wheat,250
2005,"Ambania, WA",Deep Sandy Soil,1,121,,29.63,297.8,0,,301,2563.8,0,1,2563.822,Wheat,250
2006,"Ambania, WA",Deep Sandy Soil,1,121,,25.64,82.4,0,,293,570.9,0,1,570.935,Wheat,250
2007,"Ambania, WA",Deep Sandy Soil,1,121,,25.822,139.8,0,,294,826.8,0,1,826.823,Wheat,250
2008,"Ambania, WA",Deep Sandy Soil,1,122,,34.302,214.5,0,,299,2199.9,0,1,2199.897,Wheat,250
2009,"Ambania, WA",Deep Sandy Soil,1,121,,33.956,324.4,3,,306,2122.3,0,1,2122.321,Wheat,250
2010,"Ambania, WA",Deep Sandy Soil,1,121,,30.588,206.4,4,,299,1886,0,1,1885.997,Wheat,250
2011,"Ambania, WA",Deep Sandy Soil,1,121,,62.025,305.4,0,,299,3529.8,0,1,3529.767,Wheat,250
2012,"Ambania, WA",Deep Sandy Soil,1,122,,27.917,226.2,2,,297,1550.5,0,1,1550.52,Wheat,250
2013,"Ambania, WA",Deep Sandy Soil,1,121,,47.989,250.8,0,,291,3041.5,0,1,3041.487,Wheat,250
2014,"Ambania, WA",Deep Sandy Soil,1,121,,54.508,215,1,,287,1954.8,0,1,1954.84,Wheat,250
2015,"Ambania, WA",Deep Sandy Soil,1,121,,29.797,202.4,4,,292,2087.1,0,1,2087.07,Wheat,250
2016,"Ambania, WA",Deep Sandy Soil,1,122,,28.914,253.6,1,,310,1809.2,0,1,1809.159,Wheat,250
2017,"Ambania, WA",Deep Sandy Soil,1,121,,32.078,188,0,,303,2591.1,0,1,2591.097,Wheat,250
1957,"Ogilvie, WA",Shallow Gravel,1,121,,13.909,289.6,0,,303,1529.4,0,1,1529.368,Wheat,250
1958,"Ogilvie, WA",Shallow Gravel,1,121,,22.287,472.4,0,,303,2689,0,1,2689.047,Wheat,250
1959,"Ogilvie, WA",Shallow Gravel,1,121,,23.444,247.9,0,,295,1246.4,0,1,1246.432,Wheat,250
1960,"Ogilvie, WA",Shallow Gravel,1,122,,13.658,298.3,0,,301,1567.4,0,1,1567.448,Wheat,250
1961,"Ogilvie, WA",Shallow Gravel,1,121,,14.075,274.4,2,,298,1375.8,0,1,1375.813,Wheat,250
1962,"Ogilvie, WA",Shallow Gravel,1,121,,22.039,325.5,0,,305,911.6,0,1,911.588,Wheat,250
1963,"Ogilvie, WA",Shallow Gravel,1,121,,21.98,459.7,2,,293,699.4,0,1,699.436,Wheat,250
1964,"Ogilvie, WA",Shallow Gravel,1,122,,37.965,387,0,,303,2231.5,0,1,2231.503,Wheat,250
1965,"Ogilvie, WA",Shallow Gravel,1,121,,33.892,403.6,1,,300,2151.5,0,1,2151.513,Wheat,250
1966,"Ogilvie, WA",Shallow Gravel,1,121,,18.933,212.8,0,,303,1949,0,1,1949.02,Wheat,250
1967,"Ogilvie, WA",Shallow Gravel,1,121,,17.843,359.4,2,,302,761.5,0,1,761.504,Wheat,250
1968,"Ogilvie, WA",Shallow Gravel,1,122,,19.215,334.1,1,,306,2598.1,0,1,2598.085,Wheat,250
1969,"Ogilvie, WA",Shallow Gravel,1,121,,14.056,215.8,1,,293,1420.4,0,1,1420.417,Wheat,250
1970,"Ogilvie, WA",Shallow Gravel,1,121,,30.687,238.8,0,,297,2525.8,0,1,2525.787,Wheat,250
1971,"Ogilvie, WA",Shallow Gravel,1,121,,23.612,286.7,1,,305,2185.5,0,1,2185.496,Wheat,250
1972,"Ogilvie, WA",Shallow Gravel,1,122,,16.487,341.8,3,,305,1780.1,0,1,1780.145,Wheat,250
1973,"Ogilvie, WA",Shallow Gravel,1,121,,17.322,270.2,1,,302,1555.9,0,1,1555.893,Wheat,250
1974,"Ogilvie, WA",Shallow Gravel,1,121,,35.238,477.1,0,,301,1589,0,1,1589.024,Wheat,250
1975,"Ogilvie, WA",Shallow Gravel,1,121,,28.849,327,0,,300,2612,0,1,2611.959,Wheat,250
1976,"Ogilvie, WA",Shallow Gravel,1,122,,16.538,167.5,0,,295,1703.8,1,0.9,1533.452,Wheat,250
1977,"Ogilvie, WA",Shallow Gravel,1,121,,14.611,182.1,0,,296,1232.3,0,1,1232.296,Wheat,250
1978,"Ogilvie, WA",Shallow Gravel,1,121,,19.65,293.8,0,,300,2109.5,0,1,2109.481,Wheat,250
1979,"Ogilvie, WA",Shallow Gravel,1,121,,13.525,124.9,0,,301,1080.6,0,1,1080.57,Wheat,250
1980,"Ogilvie, WA",Shallow Gravel,1,122,,14.103,275.7,0,,301,1371.4,0,1,1371.399,Wheat,250
1981,"Ogilvie, WA",Shallow Gravel,1,121,,18.078,345.6,0,,297,763.4,0,1,763.405,Wheat,250
1982,"Ogilvie, WA",Shallow Gravel,1,121,,21.015,278.1,1,,296,1811,0,1,1810.965,Wheat,250
1983,"Ogilvie, WA",Shallow Gravel,1,121,,20.038,324.2,0,,297,2051.6,0,1,2051.576,Wheat,250
1984,"Ogilvie, WA",Shallow Gravel,1,122,,20.791,363.6,0,,302,1396.4,0,1,1396.43,Wheat,250
1985,"Ogilvie, WA",Shallow Gravel,1,121,,16.18,217.8,1,,300,2034.6,0,1,2034.601,Wheat,250
1986,"Ogilvie, WA",Shallow Gravel,1,121,,17.151,394.4,0,,308,1900.6,0,1,1900.623,Wheat,250
1987,"Ogilvie, WA",Shallow Gravel,1,121,,25.297,212.3,0,,289,1914.4,0,1,1914.416,Wheat,250
1988,"Ogilvie, WA",Shallow Gravel,1,122,,15.724,353.4,0,,297,1587.7,0,1,1587.724,Wheat,250
1989,"Ogilvie, WA",Shallow Gravel,1,121,,15.678,300.8,0,,306,874.4,0,1,874.429,Wheat,250
1990,"Ogilvie, WA",Shallow Gravel,1,121,,13.73,236.2,1,,301,1657.8,0,1,1657.776,Wheat,250
1991,"Ogilvie, WA",Shallow Gravel,1,121,,16.548,333.2,1,,298,1658.6,0,1,1658.604,Wheat,250
1992,"Ogilvie, WA",Shallow Gravel,1,122,,22.55,324.2,0,,299,3259.7,0,1,3259.656,Wheat,250
1993,"Ogilvie, WA",Shallow Gravel,1,121,,16.713,263.5,0,,301,2609.5,0,1,2609.535,Wheat,250
1994,"Ogilvie, WA",Shallow Gravel,1,121,,14.265,268.6,0,,294,1614,0,1,1614.041,Wheat,250
1995,"Ogilvie, WA",Shallow Gravel,1,121,,16.597,288.8,0,,294,1842.7,0,1,1842.721,Wheat,250
1996,"Ogilvie, WA",Shallow Gravel,1,122,,25.614,440.8,1,,301,3168.3,0,1,3168.336,Wheat,250
1997,"Ogilvie, WA",Shallow Gravel,1,121,,20.116,267.8,1,,298,2526.3,0,1,2526.252,Wheat,250
1998,"Ogilvie, WA",Shallow Gravel,1,121,,20.012,351.3,0,,302,1667.1,0,1,1667.134,Wheat,250
1999,"Ogilvie, WA",Shallow Gravel,1,121,,39.148,494.4,0,,297,1690.1,0,1,1690.097,Wheat,250
2000,"Ogilvie, WA",Shallow Gravel,1,122,,14.073,175.7,0,,297,1843,0,1,1843.021,Wheat,250
2001,"Ogilvie, WA",Shallow Gravel,1,121,,40.683,284.4,0,,299,2323.2,0,1,2323.229,Wheat,250
2002,"Ogilvie, WA",Shallow Gravel,1,121,,14.288,195.9,0,,302,1282.6,0,1,1282.571,Wheat,250
2003,"Ogilvie, WA",Shallow Gravel,1,121,,15.164,322.8,1,,301,2859.6,0,1,2859.554,Wheat,250
2004,"Ogilvie, WA",Shallow Gravel,1,122,,14.325,230.4,0,,300,2159.3,0,1,2159.252,Wheat,250
2005,"Ogilvie, WA",Shallow Gravel,1,121,,23.063,294.9,0,,302,1905.2,0,1,1905.195,Wheat,250
2006,"Ogilvie, WA",Shallow Gravel,1,121,,12.714,109.4,0,,293,372.6,0,1,372.56,Wheat,250
2007,"Ogilvie, WA",Shallow Gravel,1,121,,15.055,133.7,0,,294,635.9,0,1,635.941,Wheat,250
2008,"Ogilvie, WA",Shallow Gravel,1,122,,14.191,202,0,,297,1392.6,0,1,1392.635,Wheat,250
2009,"Ogilvie, WA",Shallow Gravel,1,121,,25.962,268.8,0,,299,1884.1,0,1,1884.136,Wheat,250
2010,"Ogilvie, WA",Shallow Gravel,1,121,,15.919,198.4,1,,293,1828.3,0,1,1828.292,Wheat,250
2011,"Ogilvie, WA",Shallow Gravel,1,121,,32.848,366.2,0,,295,2428.1,0,1,2428.132,Wheat,250
2012,"Ogilvie, WA",Shallow Gravel,1,122,,14.182,176.6,1,,297,1282.3,0,1,1282.282,Wheat,250
2013,"Ogilvie, WA",Shallow Gravel,1,121,,24.826,222.8,0,,291,1346.4,0,1,1346.389,Wheat,250
2014,"Ogilvie, WA",Shallow Gravel,1,121,,37.039,192.4,0,,288,741.3,0,1,741.348,Wheat,250
2015,"Ogilvie, WA",Shallow Gravel,1,121,,13.568,216.8,3,,292,1252.2,0,1,1252.16,Wheat,250
2016,"Ogilvie, WA",Shallow Gravel,1,122,,14.179,289.6,1,,303,1888.9,0,1,1888.9,Wheat,250
2017,"Ogilvie, WA",Shallow Gravel,1,121,,18.958,207.5,0,,296,2664.1,0,1,2664.138,Wheat,250
1957,"Coolabah, NSW",Grey Clay ,1,121,,11.987,67.5,1,,299,740.4,3,0.729,539.722,Wheat,250
1958,"Coolabah, NSW",Grey Clay ,1,121,,47.635,257.6,0,,306,2047.5,2,0.81,1658.458,Wheat,250
1959,"Coolabah, NSW",Grey Clay ,1,121,,113.938,137,0,,302,3730.2,0,1,3730.15,Wheat,250
1960,"Coolabah, NSW",Grey Clay ,1,122,,115.625,172.5,2,,304,2025.8,0,1,2025.842,Wheat,250
1961,"Coolabah, NSW",Grey Clay ,1,121,,103.091,165.2,4,,296,2753.5,0,1,2753.526,Wheat,250
1962,"Coolabah, NSW",Grey Clay ,1,121,,143.228,212.9,0,,301,4848.2,0,1,4848.2,Wheat,250
1963,"Coolabah, NSW",Grey Clay ,1,121,,166.841,279.3,0,,302,4536.4,0,1,4536.434,Wheat,250
1964,"Coolabah, NSW",Grey Clay ,1,122,,260.474,338.5,0,,307,4802.7,1,0.9,4322.463,Wheat,250
1965,"Coolabah, NSW",Grey Clay ,1,121,,133.672,99.5,7,,295,2547.4,0,1,2547.365,Wheat,250
1966,"Coolabah, NSW",Grey Clay ,1,121,,182.24,338.5,0,,307,5031.3,0,1,5031.294,Wheat,250
1967,"Coolabah, NSW",Grey Clay ,1,121,,145.135,167.9,7,,298,3671.8,0,1,3671.828,Wheat,250
1968,"Coolabah, NSW",Grey Clay ,1,122,,152.804,225.7,4,,308,4251.3,2,0.81,3443.581,Wheat,250
1969,"Coolabah, NSW",Grey Clay ,1,121,,252.979,302.3,1,,302,4836.6,8,0.43,2081.995,Wheat,250
1970,"Coolabah, NSW",Grey Clay ,1,121,,167.952,163.3,0,,302,4258.5,0,1,4258.545,Wheat,250
1971,"Coolabah, NSW",Grey Clay ,1,121,,154.906,211.1,2,,301,5418.3,0,1,5418.294,Wheat,250
1972,"Coolabah, NSW",Grey Clay ,1,122,,148.126,140,1,,298,3122.8,0,1,3122.848,Wheat,250
1973,"Coolabah, NSW",Grey Clay ,1,121,,211.836,253.1,1,,291,5035.8,0,1,5035.801,Wheat,250
1974,"Coolabah, NSW",Grey Clay ,1,121,,142.652,140,0,,308,3714,1,0.9,3342.615,Wheat,250
1975,"Coolabah, NSW",Grey Clay ,1,121,,164.773,169.5,0,,299,3412.8,0,1,3412.809,Wheat,250
1976,"Coolabah, NSW",Grey Clay ,1,122,,187,244.1,0,,309,4526.2,0,1,4526.155,Wheat,250
1977,"Coolabah, NSW",Grey Clay ,1,121,,115.858,228.9,5,,301,2758.9,0,1,2758.859,Wheat,250
1978,"Coolabah, NSW",Grey Clay ,1,121,,215.667,370.8,0,,308,5405.8,0,1,5405.774,Wheat,250
1979,"Coolabah, NSW",Grey Clay ,1,121,,149.428,219.6,0,,299,4334.7,0,1,4334.74,Wheat,250
1980,"Coolabah, NSW",Grey Clay ,1,122,,127.535,140.1,9,,294,1378.5,0,1,1378.507,Wheat,250
1981,"Coolabah, NSW",Grey Clay ,1,121,,110.981,236.4,2,,301,2719.5,0,1,2719.511,Wheat,250
1982,"Coolabah, NSW",Grey Clay ,1,121,,99.952,69.5,1,,300,1659.1,0,1,1659.15,Wheat,250
1983,"Coolabah, NSW",Grey Clay ,1,121,,201.447,484.3,0,,301,5985.1,0,1,5985.137,Wheat,250
1984,"Coolabah, NSW",Grey Clay ,1,122,,165.533,218.1,2,,305,5044.8,0,1,5044.778,Wheat,250
1985,"Coolabah, NSW",Grey Clay ,1,121,,150.852,228.1,0,,302,3323.2,0,1,3323.19,Wheat,250
1986,"Coolabah, NSW",Grey Clay ,1,121,,174.255,275.7,0,,305,5453.1,0,1,5453.148,Wheat,250
1987,"Coolabah, NSW",Grey Clay ,1,121,,223.659,296.5,1,,301,3877.2,0,1,3877.163,Wheat,250
1988,"Coolabah, NSW",Grey Clay ,1,122,,178.807,223.8,2,,297,4562,0,1,4562.021,Wheat,250
1989,"Coolabah, NSW",Grey Clay ,1,121,,144.817,267.5,4,,307,3680.7,0,1,3680.653,Wheat,250
1990,"Coolabah, NSW",Grey Clay ,1,121,,159.126,233.8,1,,304,4749.6,0,1,4749.569,Wheat,250
1991,"Coolabah, NSW",Grey Clay ,1,121,,134.917,300.8,2,,299,3583,0,1,3582.979,Wheat,250
1992,"Coolabah, NSW",Grey Clay ,1,122,,138.221,144.1,1,,304,3833.2,0,1,3833.171,Wheat,250
1993,"Coolabah, NSW",Grey Clay ,1,121,,197.371,369.7,1,,300,5375.8,0,1,5375.829,Wheat,250
1994,"Coolabah, NSW",Grey Clay ,1,121,,112.09,28.8,2,,299,2149.6,2,0.81,1741.208,Wheat,250
1995,"Coolabah, NSW",Grey Clay ,1,121,,122.434,211.2,1,,295,4022.7,0,1,4022.724,Wheat,250
1996,"Coolabah, NSW",Grey Clay ,1,122,,177.672,282.8,1,,300,5311.3,1,0.9,4780.153,Wheat,250
1997,"Coolabah, NSW",Grey Clay ,1,121,,173.321,198.9,0,,298,3297.9,0,1,3297.898,Wheat,250
1998,"Coolabah, NSW",Grey Clay ,1,121,,309.288,489.3,0,,296,5469,0,1,5469.02,Wheat,250
1999,"Coolabah, NSW",Grey Clay ,1,121,,205.897,260.3,0,,293,4417.3,0,1,4417.283,Wheat,250
2000,"Coolabah, NSW",Grey Clay ,1,122,,176.88,185.6,11,,296,3141.7,0,1,3141.672,Wheat,250
2001,"Coolabah, NSW",Grey Clay ,1,121,,165.694,215.4,0,,299,3863.2,0,1,3863.184,Wheat,250
2002,"Coolabah, NSW",Grey Clay ,1,121,,109.128,59,4,,294,1953.5,0,1,1953.492,Wheat,250
2003,"Coolabah, NSW",Grey Clay ,1,121,,103.219,153.8,4,,300,2875.7,0,1,2875.667,Wheat,250
2004,"Coolabah, NSW",Grey Clay ,1,122,,151.95,198,2,,300,4314.1,0,1,4314.099,Wheat,250
2005,"Coolabah, NSW",Grey Clay ,1,121,,182.897,342.3,4,,297,5187,0,1,5186.958,Wheat,250
2006,"Coolabah, NSW",Grey Clay ,1,121,,130.077,145.8,4,,294,3813.6,0,1,3813.579,Wheat,250
2007,"Coolabah, NSW",Grey Clay ,1,121,,113.257,159.9,7,,297,1537.8,0,1,1537.766,Wheat,250
2008,"Coolabah, NSW",Grey Clay ,1,122,,107.434,185.5,4,,300,3761.1,0,1,3761.107,Wheat,250
2009,"Coolabah, NSW",Grey Clay ,1,121,,100.597,96.1,2,,294,2118.1,0,1,2118.064,Wheat,250
2010,"Coolabah, NSW",Grey Clay ,1,121,,143.988,280.7,0,,301,7273.5,1,0.9,6546.109,Wheat,250
2011,"Coolabah, NSW",Grey Clay ,1,121,,220.827,277.9,0,,299,4613,0,1,4612.989,Wheat,250
2012,"Coolabah, NSW",Grey Clay ,1,122,,132.478,181,2,,300,3666,0,1,3666.048,Wheat,250
2013,"Coolabah, NSW",Grey Clay ,1,121,,123.736,127.4,6,,291,3044.5,0,1,3044.538,Wheat,250
2014,"Coolabah, NSW",Grey Clay ,1,121,,104.155,97,3,,296,2134.2,0,1,2134.189,Wheat,250
2015,"Coolabah, NSW",Grey Clay ,1,121,,102.018,154.9,4,,294,2522.4,0,1,2522.395,Wheat,250
2016,"Coolabah, NSW",Grey Clay ,1,122,,187.53,430,0,,305,6850.1,0,1,6850.057,Wheat,250
2017,"Coolabah, NSW",Grey Clay ,1,121,,121.699,179.8,7,,294,2306,1,0.9,2075.378,Wheat,250
1957,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,3.284,151.4,1,,310,1164.9,0,1,1164.908,Wheat,250
1958,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,63.772,382.3,0,,323,6414.9,0,1,6414.93,Wheat,250
1959,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,44.423,133.7,0,,311,3395.2,0,1,3395.217,Wheat,250
1960,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,116.444,298.6,2,,321,4969.5,0,1,4969.546,Wheat,250
1961,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,90.644,232,4,,308,4400,0,1,4400.041,Wheat,250
1962,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,116.394,256,0,,311,5505.4,0,1,5505.397,Wheat,250
1963,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,122.653,328.1,0,,310,4290.2,0,1,4290.221,Wheat,250
1964,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,121.797,336.2,1,,317,6130.7,0,1,6130.675,Wheat,250
1965,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,89.62,238.3,2,,308,5051.3,0,1,5051.303,Wheat,250
1966,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,110.853,297.3,0,,321,5872.3,0,1,5872.311,Wheat,250
1967,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,82.632,154.4,1,,308,5017.7,0,1,5017.731,Wheat,250
1968,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,107.234,336.2,3,,319,4355.3,0,1,4355.343,Wheat,250
1969,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,80.916,215.8,0,,313,4860.1,0,1,4860.112,Wheat,250
1970,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,119.285,253.1,2,,321,4768.4,0,1,4768.427,Wheat,250
1971,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,103.938,251.8,2,,316,5611.7,0,1,5611.715,Wheat,250
1972,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,87.198,204.4,1,,310,5314.8,0,1,5314.773,Wheat,250
1973,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,138.63,298.3,0,,309,5142.8,0,1,5142.838,Wheat,250
1974,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,145.937,390.2,0,,317,6177.6,0,1,6177.559,Wheat,250
1975,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,169.5,286.6,0,,315,6225.5,0,1,6225.536,Wheat,250
1976,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,122.7,248.7,0,,317,6245.7,0,1,6245.674,Wheat,250
1977,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,61.985,198.9,3,,309,3920,0,1,3919.983,Wheat,250
1978,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,84.974,413.2,1,,320,6047.9,0,1,6047.941,Wheat,250
1979,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,137.32,321,1,,313,5912.7,0,1,5912.714,Wheat,250
1980,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,92.097,202,1,,308,3839,0,1,3839.034,Wheat,250
1981,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,80.81,302.3,0,,310,4245.1,0,1,4245.087,Wheat,250
1982,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,52.647,144.6,0,,311,1925.1,0,1,1925.087,Wheat,250
1983,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,80.742,233.1,0,,313,4613,0,1,4613.017,Wheat,250
1984,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,126.136,290.3,1,,317,5577.8,0,1,5577.845,Wheat,250
1985,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,104.424,250.4,1,,314,6278.1,0,1,6278.097,Wheat,250
1986,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,90.709,295,0,,319,6679.2,0,1,6679.202,Wheat,250
1987,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,68.729,192,1,,314,3972.6,0,1,3972.62,Wheat,250
1988,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,56.601,170.9,4,,305,3003.3,0,1,3003.336,Wheat,250
1989,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,99.082,400.4,0,,320,4823.5,0,1,4823.505,Wheat,250
1990,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,84.271,266.3,1,,309,5913.1,0,1,5913.107,Wheat,250
1991,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,87.998,234.4,2,,304,5524.3,0,1,5524.31,Wheat,250
1992,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,190.386,369.8,0,,317,6920.4,0,1,6920.371,Wheat,250
1993,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,103.885,331,0,,307,5998.6,0,1,5998.581,Wheat,250
1994,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,73.312,215,3,,309,4503.8,1,0.9,4053.398,Wheat,250
1995,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,91.282,296.9,1,,307,4343.1,0,1,4343.08,Wheat,250
1996,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,111.064,324,1,,310,6520.6,0,1,6520.599,Wheat,250
1997,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,141.176,301,0,,313,6299.9,0,1,6299.856,Wheat,250
1998,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,83.257,232,2,,311,5011.5,0,1,5011.485,Wheat,250
1999,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,79.1,214.2,3,,305,3663.6,0,1,3663.609,Wheat,250
2000,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,97.907,297,2,,309,6139.2,0,1,6139.231,Wheat,250
2001,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,124.406,286.9,0,,308,5170.6,0,1,5170.581,Wheat,250
2002,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,77.384,209.4,0,,307,4244,0,1,4243.986,Wheat,250
2003,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,89.492,291.6,1,,315,6479.6,0,1,6479.583,Wheat,250
2004,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,54.449,178,5,,306,3431.6,0,1,3431.552,Wheat,250
2005,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,89.899,282.8,1,,311,4553.2,0,1,4553.2,Wheat,250
2006,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,39.314,135.8,4,,305,1787.7,0,1,1787.7,Wheat,250
2007,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,28.211,148.4,2,,305,1017.7,0,1,1017.702,Wheat,250
2008,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,26.944,215.8,4,,309,2135.9,0,1,2135.854,Wheat,250
2009,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,34.179,264,0,,305,4509.4,0,1,4509.412,Wheat,250
2010,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,145.171,382,0,,317,5990.9,0,1,5990.864,Wheat,250
2011,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,112.619,265.8,1,,304,5219.9,0,1,5219.869,Wheat,250
2012,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,74.299,248.8,1,,310,3597.6,0,1,3597.562,Wheat,250
2013,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,81.613,328.4,1,,298,5219.9,0,1,5219.857,Wheat,250
2014,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,76.049,204.6,2,,302,2839.9,0,1,2839.891,Wheat,250
2015,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,140.75,238,7,,307,4445.9,0,1,4445.879,Wheat,250
2016,"Mangalo, SA",Hard Sandy loam over clay ,1,122,,88.703,362.2,1,,314,5933.8,0,1,5933.849,Wheat,250
2017,"Mangalo, SA",Hard Sandy loam over clay ,1,121,,56.865,201.2,2,,306,4119.2,0,1,4119.232,Wheat,250
1957,"Buntine, WA",Sandy Gravel,1,121,,3.658,212.1,2,,310,1138.7,0,1,1138.718,Wheat,250
1958,"Buntine, WA",Sandy Gravel,1,121,,12.046,387.9,3,,311,3916.5,0,1,3916.521,Wheat,250
1959,"Buntine, WA",Sandy Gravel,1,121,,7.433,243.5,0,,312,2152.3,0,1,2152.305,Wheat,250
1960,"Buntine, WA",Sandy Gravel,1,122,,7.421,250.7,0,,305,3011,0,1,3010.969,Wheat,250
1961,"Buntine, WA",Sandy Gravel,1,121,,11.028,195.6,4,,300,2610,0,1,2609.962,Wheat,250
1962,"Buntine, WA",Sandy Gravel,1,121,,7.417,282.4,0,,316,2409.9,0,1,2409.94,Wheat,250
1963,"Buntine, WA",Sandy Gravel,1,121,,18.66,429.8,2,,299,2654.6,0,1,2654.635,Wheat,250
1964,"Buntine, WA",Sandy Gravel,1,122,,8.93,322.8,3,,323,2421.8,0,1,2421.813,Wheat,250
1965,"Buntine, WA",Sandy Gravel,1,121,,31.876,360,0,,303,3427.2,0,1,3427.239,Wheat,250
1966,"Buntine, WA",Sandy Gravel,1,121,,14.73,213.1,0,,308,3553.4,0,1,3553.358,Wheat,250
1967,"Buntine, WA",Sandy Gravel,1,121,,6.646,268.1,3,,302,2774.1,0,1,2774.103,Wheat,250
1968,"Buntine, WA",Sandy Gravel,1,122,,7.061,281.1,2,,310,2955.4,0,1,2955.41,Wheat,250
1969,"Buntine, WA",Sandy Gravel,1,121,,3.392,127.7,3,,298,1056.5,0,1,1056.476,Wheat,250
1970,"Buntine, WA",Sandy Gravel,1,121,,5.218,202.1,0,,302,2701.1,0,1,2701.054,Wheat,250
1971,"Buntine, WA",Sandy Gravel,1,121,,6.184,171.4,1,,308,2061.4,0,1,2061.417,Wheat,250
